upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client/services	LFSService	internal/remoteruntime/runtime.go:22-24 stores upstream client; no local LFS service type	no_match	retain service type; constructed by upstream client	0	service wraps generated LFS client at /private/tmp/syfon-audit-20260917/client/services/lfs_service.go:10-12	git-drs uses local LFS cache and syfon transfer engine; production/tests rg found no Client.LFS() callsite; upstream root constructs it at /private/tmp/syfon-audit-20260917/client/client.go:200	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	NewLFSService	client/client.go:67-81 constructs upstream client; no local constructor	no_match	retain constructor	0	constructor stores generated LFS client at /private/tmp/syfon-audit-20260917/client/services/lfs_service.go:14-16	upstream initialization is /private/tmp/syfon-audit-20260917/client/client.go:184-200; no local constructor replacement	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	LFSService.Batch	no production/test callsite	no_match	retain upstream API; no local generated LFS batch call	0	upstream sends Git LFS batch JSON and requires application/vnd.git-lfs JSON200 at /private/tmp/syfon-audit-20260917/client/services/lfs_service.go:18-32	git-drs production/tests rg found no LfsBatch callsite; push/pull use internal transfer engines at internal/transfer/push_runtime.go:227-234 and internal/transfer/download.go:119-146	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	LFSService.StageMetadata	no production/test callsite	no_match	retain upstream API; no local generated stage call	0	upstream sends candidates/TTL and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/lfs_service.go:34-48	git-drs production/tests rg found no LfsStageMetadata callsite; metadata registration uses internal bulk create at internal/transfer/push.go:371-381	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	LFSService.Verify	no production/test callsite	no_match	retain upstream API; no local generated verify call	0	upstream sends oid/size and requires HTTP 200 at /private/tmp/syfon-audit-20260917/client/services/lfs_service.go:50-64	git-drs production/tests rg found no LfsVerify callsite; local verification hashes files in client/client.go:177-199 and internal transfer code	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsFilesOptions	no production/test callsite	no_match	retain upstream option type	0	upstream fields map limit/offset/inactive-days/org/project at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:12-18	git-drs production/tests rg found no MetricsFilesOptions or Client.Metrics callsite; service only initialized upstream at /private/tmp/syfon-audit-20260917/client/client.go:193-203	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsSummaryOptions	no production/test callsite	no_match	retain upstream option type	0	upstream fields map inactive-days/org/project at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:20-24	git-drs production/tests rg found no MetricsSummaryOptions or Metrics service callsite; no metrics command exists in production tree	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	TransferMetricsOptions	no production/test callsite	no_match	retain upstream option type	0	upstream fields map scope, time, provider, bucket, SHA256, user, grouping, reconciliation, stale flag at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:26-39	git-drs production/tests rg found no TransferMetricsOptions or Metrics service callsite; no metrics command exists in production tree	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService	internal/remoteruntime/runtime.go:22-24 stores upstream client; no local metrics type	no_match	retain service type; no local metric consumer	0	service wraps generated metrics client at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:41-43	upstream root constructs it at /private/tmp/syfon-audit-20260917/client/client.go:193-203; git-drs production/tests rg has no Metrics callsite	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	NewMetricsService	client/client.go:67-81 constructs upstream client; no local constructor	no_match	retain constructor	0	constructor stores generated metrics client at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:45-47	upstream initialization is /private/tmp/syfon-audit-20260917/client/client.go:193-203; no local constructor replacement	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService.Summary	no production/test callsite	no_match	retain upstream API; no local metric endpoint	0	upstream maps scope/inactive-days, calls GetMetricsSummary, requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:49-65	git-drs production/tests rg found no GetMetricsSummary or MetricsService.Summary callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService.Files	no production/test callsite	no_match	retain upstream API; no local metric endpoint	0	upstream maps scope/paging/inactive-days, calls ListMetricsFiles, requires JSON200 and nil-data normalization at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:67-93	git-drs production/tests rg found no ListMetricsFiles or MetricsService.Files callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService.File	no production/test callsite	no_match	retain upstream API; no local metric endpoint	0	upstream calls GetMetricsFile and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:95-104	git-drs production/tests rg found no GetMetricsFile or MetricsService.File callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService.TransferSummary	no production/test callsite	no_match	retain upstream API; parses RFC3339 times and requires JSON200	0	upstream maps transfer options and calls GetTransferSummary at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:106-119,136-158	git-drs production/tests rg found no GetTransferSummary or TransferSummary callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	MetricsService.TransferBreakdown	no production/test callsite	no_match	retain upstream API; parses query options and requires JSON200	0	upstream maps transfer options and calls GetTransferBreakdown at /private/tmp/syfon-audit-20260917/client/services/metrics_service.go:121-134,160-178	git-drs production/tests rg found no GetTransferBreakdown or TransferBreakdown callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.Health	cmd/ping/main.go:42	exact	keep root service accessor	0	upstream returns initialized HealthService at /private/tmp/syfon-audit-20260917/client/client.go:220	local callsite invokes Client.Health().Ping at cmd/ping/main.go:42; focused ping tests passed	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.Data	internal/transfer/push_runtime.go:25-30,247-258	exact	keep root service accessor	0	upstream returns initialized DataService at /private/tmp/syfon-audit-20260917/client/client.go:221	local upload backend and scoped URL resolver use Client.Data at internal/transfer/push_runtime.go:25-30,247-258	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.Index	cmd/ping/main.go:210-215; cmd/deleteproject/main.go:57-61,114-123; internal/transfer/delete_reconcile.go:95	exact	keep root service accessor	0	upstream returns initialized IndexService at /private/tmp/syfon-audit-20260917/client/client.go:222	local direct service calls preserve generated params/status handling at cmd/ping/main.go:210-215, cmd/deleteproject/main.go:57-61,114-123, internal/transfer/delete_reconcile.go:95	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.DRS	cmd/query/main.go:106; cmd/addref/add-ref.go:344-354; internal/transfer/access.go:213; internal/transfer/delete_reconcile.go:88	exact	keep root service accessor	0	upstream returns initialized DRSService at /private/tmp/syfon-audit-20260917/client/client.go:223	local direct DRS service uses preserve object/access/delete paths at cmd/query/main.go:106, cmd/addref/add-ref.go:344-354, internal/transfer/access.go:213, internal/transfer/delete_reconcile.go:88	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.Buckets	cmd/ping/main.go:270-287	exact	keep root service accessor	0	upstream returns initialized BucketsService at /private/tmp/syfon-audit-20260917/client/client.go:224	local visibility lookup delegates network list to service then applies deterministic selection policy at cmd/ping/main.go:269-287	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.Metrics	no production/test callsite	no_match	retain root accessor; no local metric consumer	0	upstream returns initialized MetricsService at /private/tmp/syfon-audit-20260917/client/client.go:225	git-drs production/tests rg found no Client.Metrics callsite; accessor is initialized only by upstream client	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.LFS	no production/test callsite	no_match	retain root accessor; local Git-LFS cache is not LFS API use	0	upstream returns initialized LFSService at /private/tmp/syfon-audit-20260917/client/client.go:226	git-drs uses local LFS inventory/cache and transfer engine; production/tests rg found no Client.LFS callsite	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.LFSAPI	no production/test callsite	no_match	retain generated accessor; no local LFS generated endpoint use	0	upstream exposes generated LFS client at /private/tmp/syfon-audit-20260917/client/client.go:228-233	git-drs production/tests rg found no LFSAPI callsite; local LFS paths are filesystem/cache paths at internal/gitrepo/paths.go:4-9	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.InternalAPI	cmd/copyrecords/main.go:89,135; cmd/delete/main.go:127; cmd/addurl/inspect.go:49; internal/lookup/lookup.go:36,90; internal/transfer/push.go:371	local_policy_wrapper	retain generated accessor for bulk/inspect gaps; replace only raw List plumbing with IndexService.List	0	upstream exposes generated internal client at /private/tmp/syfon-audit-20260917/client/client.go:229-233; services wraps only single-record and selected data methods	local generated calls are cmd/copyrecords/api.go:95,110,125,151,166; cmd/delete/main.go:127; cmd/addurl/inspect.go:49; internal/lookup/lookup.go:36,90; internal/transfer/push.go:371	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.BucketAPI	no production/test callsite	no_match	retain generated accessor; bucket wrappers use HTTP or service instead	0	upstream exposes generated bucket client at /private/tmp/syfon-audit-20260917/client/client.go:230-233	git-drs production/tests rg found no BucketAPI callsite; manual bucket operations are cmd/bucket/main.go:290-359 and lookup is cmd/remote/add/bucket_lookup.go:88-147	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.MetricsAPI	no production/test callsite	no_match	retain generated accessor; no local metrics endpoint use	0	upstream exposes generated metrics client at /private/tmp/syfon-audit-20260917/client/client.go:232-233	git-drs production/tests rg found no MetricsAPI callsite; no metrics command exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client	Client.DRSAPI	internal/transfer/access.go:31-40	local_policy_wrapper	retain generated accessor for bulk access fallback; no high-level bulk method exists	0	upstream exposes generated DRS client at /private/tmp/syfon-audit-20260917/client/client.go:233; DRSService only has per-object GetAccessURL at services/drs_service.go:48-57	local bulk access planner calls GetBulkAccessURLWithResponse through DRSAPI at internal/transfer/access.go:30-40, then applies method/policy selection at :42-53	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
